user_id;rg_case;missing_daily_transactions;first_deposit_date;registration_date;country_name;language_name;gender;year_of_birth;age_at_registration;duration;sum_stakes;sum_bets;bettingdays;frequency;bets_per_day;euros_per_bet;net_loss;percent_lost
187808;1;0;2/9/2001;1/12/2001;Austria;German;M;1982.0;18.0;8078.0;609700.4736;35254.0;1094.0;0.1340930344122682;55.28317201407569;39.063620331627256;28441.21359999997;0.04664784567423365
191415;1;0;1/25/2001;1/19/2001;Germany;German;M;1969.0;31.0;7551.0;285196.7486;9236.0;3247.0;0.33051647353208385;12.588346798122437;21.786796646612785;47167.8826999993;0.16538716844263246
203799;0;0;2/9/2001;2/9/2001;Austria;German;M;1964.0;37.0;244.0;119.9102;3.0;3.0;0.0122950819672131;1.0;39.9700666666667;-43.6037;-0.36363628782205354
212099;0;0;2/22/2002;2/27/2001;Germany;German;M;1966.0;35.0;8498.0;4188.0743;831.0;236.0;0.027312282721358133;3.2158422939068103;3.760751161864953;289.47429999999997;0.06911871167137602
217121;1;0;6/29/2004;3/6/2001;Germany;German;M;1973.0;27.0;6308.0;377414.2183;20156.0;1795.0;0.27436050186542166;16.245579298665067;20.16274466873033;26652.19829999984;0.07061789675028743
221079;1;0;3/13/2001;3/13/2001;Spain;Spanish;M;1969.0;32.0;4202.0;34433.2398;519.0;124.0;0.0313637842264075;5.249419279907085;72.4264843158078;2460.4597999999996;0.07145594821431817
233644;0;0;6/26/2004;4/2/2001;Austria;English;F;1973.0;28.0;356.0;49.2;97.0;82.0;0.15866492309608335;1.09493670886076;0.5037234042553189;31.099999999999998;0.6321138211382114
275466;1;0;11/11/2007;5/30/2001;Denmark;English;M;1974.0;26.0;1852.0;7523.898299363319;1125.0;24.0;0.012732036957780002;81.8;7.526530435301956;376.7188123036097;0.05006963110273408
306915;1;0;2/26/2004;7/11/2001;Austria;German;M;1975.0;26.0;6474.0;608952.5864;24171.0;155.0;0.023671594203201803;126.44040915915916;82.97500883562746;13608.2764;0.022347021268846686
332091;1;0;7/24/2002;8/7/2001;Austria;German;M;1970.0;30.0;5014.0;217640.1872;5590.0;953.0;0.1758505782198452;21.851048361808754;38.69768150141513;36417.12720000022;0.16732721869300168
348381;1;0;10/6/2001;10/2/2001;Switzerland;German;M;1981.0;19.0;6188.0;3503.20485524787;3603.0;112.0;0.015348870824149735;42.49603174603164;0.9796495487769631;850.1168257716329;0.2426683168408325
349493;1;0;9/29/2004;10/5/2001;Germany;German;M;1977.0;24.0;6084.0;90401.1395;4146.0;1153.0;0.1726707333835771;17.864893236991303;16.43666174763467;15943.8395;0.1763676828432013
349495;0;0;6/19/2004;10/5/2001;Germany;German;M;1980.0;21.0;2.0;46.9;10.0;2.0;1.0;5.0;4.69;20.0;0.4264392324093817
349855;0;0;1/21/2005;10/6/2001;Germany;German;M;1952.0;49.0;4106.0;1850.49;2145.0;227.0;0.0550855389827854;6.041381278538815;1.3464609843045985;473.45;0.25585115293787053
350228;0;0;10/6/2001;10/6/2001;Germany;German;M;1974.0;27.0;6124.0;899.5076;585.0;196.0;0.3535658164105096;8.681818181818183;1.50981923723889;106.0511;0.11789905944096526
355882;1;0;8/23/2008;10/17/2001;United Kingdom;English;M;1982.0;19.0;32.0;635.2160098021199;31.0;12.0;0.5512820512820513;2.722222222222223;14.335126526880467;-99.5712901978801;-0.15675185867701633
366074;0;0;4/27/2005;11/14/2001;Spain;Spanish;M;1980.0;21.0;1990.0;206.49;134.0;38.0;0.33807106598984776;3.2559523809523796;1.0272381864623237;107.12;0.5187660419390769
375779;1;0;6/10/2006;12/9/2001;Austria;German;M;1975.0;25.0;3429.0;479121.9597;11784.0;1952.0;0.4122803674819803;6.233251690692817;22.218934769956103;12618.23969999991;0.02633617483928468
376200;0;0;12/14/2001;12/11/2001;Germany;German;M;1975.0;26.0;4453.0;5998.838100000001;1559.0;148.0;0.02982328602168177;35.08333333333332;5.9573451964168305;572.6681;0.09546316977616047
377204;1;0;12/14/2001;12/14/2001;Austria;German;M;1960.0;41.0;2811.0;8173.3662;5937.0;15.0;0.6680911680911681;165.77777777777766;3.5444443358058;702.8312000000001;0.08599042093574616
378707;1;0;12/21/2001;12/21/2001;Austria;German;M;1962.0;39.0;7704.0;25126.940000000002;68062.0;383.0;0.04393748758405636;217.73727034120736;1.7809013578326338;2064.03999999999;0.08214450307120524
380006;1;0;7/30/2003;12/27/2001;Austria;German;M;1982.0;19.0;5584.0;256562.5618;17980.0;213.0;0.0578038071002549;44.85215598810486;7.2031303836136535;5250.8418;0.020466126324748913
380781;1;0;1/20/2002;12/30/2001;Germany;German;M;1966.0;35.0;8472.0;84535.0553;20591.0;1626.0;0.18967979350267802;18.859356072324875;3.4146604840441235;4709.425299999992;0.05570973229137985
386047;0;0;8/15/2002;1/18/2002;Austria;German;M;1974.0;27.0;2842.0;533.11;120.0;46.0;0.014865757042253501;2.079545454545455;3.739786324786325;35.0;0.06565249198101705
388173;0;0;1/20/2002;;;.;M;;;51.0;55.0;16.0;10.0;0.196078431372549;1.6;3.4375;19.0;0.34545454545454546
399987;0;0;2/1/2004;2/8/2002;Austria;German;M;1971.0;31.0;1612.0;814.69;50.0;32.0;0.0196766815274278;1.51012145748988;16.5373161764706;123.62;0.15173869815512647
402872;1;0;2/14/2002;2/14/2002;Germany;German;M;1978.0;23.0;8426.0;1068040.53;11757.0;546.0;0.06067420469115786;12.652279165826293;36.074247165828254;36612.7000000001;0.03428025339075859
403944;1;0;2/22/2002;2/15/2002;Germany;German;M;1966.0;36.0;8322.0;60778.5343;12467.0;1740.0;0.18849348202644403;29.45880194103722;5.060141484582677;5665.65429999994;0.09321801463711737
405981;1;0;2/28/2002;2/19/2002;Austria;German;M;1954.0;47.0;7687.0;17834.6;2722.0;406.0;0.046131706047636604;10.76297857393749;5.015207371078703;2901.99;0.1627168537561818
408460;0;0;11/22/2005;2/23/2002;Sweden;Swedish;M;1966.0;36.0;6.0;20.8392;11.0;3.0;0.5;3.66666666666667;1.89447272727273;20.8392;1.0
411101;1;0;9/6/2005;2/27/2002;Austria;German;M;1984.0;18.0;1469.0;25107.226000000002;9689.0;112.0;0.07205321275533731;35.89109121909639;2.59476211383798;592.1114;0.023583306256135184
411144;0;0;4/22/2005;2/27/2002;Sweden;Swedish;F;1983.0;18.0;1033.0;2861.7302;8748.0;33.0;0.030474351902923302;182.63194444444463;3.1112097589145424;204.43640000000002;0.07143804122415175
411173;0;0;2/28/2002;2/28/2002;Germany;German;M;1964.0;37.0;155.0;68.0;36.0;5.0;0.03902714932126695;8.583333333333336;3.61290322580645;45.0;0.6617647058823529
420681;1;0;7/20/2005;3/18/2002;Sweden;Swedish;M;1976.0;26.0;3547.0;68088.07671475183;3352.0;450.0;0.083766067331443;3.5893465404467833;11.516063438494534;9622.572199502463;0.14132536361417966
441202;1;0;3/20/2006;5/3/2002;Croatia;English;M;1977.0;24.0;3263.0;30680.83;375.0;75.0;0.022909037209830098;4.862841945288755;71.11073968243625;3178.289999999999;0.10359204754239044
452829;1;0;2/17/2003;5/28/2002;Austria;German;M;1943.0;58.0;6502.0;19977.53;9956.0;345.0;0.043263620293714534;198.41630775865485;1.8138921171497568;576.6400000000023;0.0288644291861908
455766;1;0;4/22/2003;5/30/2002;Austria;German;M;1964.0;38.0;5478.0;128678.59;55807.0;3204.0;0.583860423494822;19.105885736482747;2.308624604790415;13281.68000000021;0.10321592737377842
459701;0;0;8/30/2005;6/1/2002;Germany;German;F;1957.0;45.0;1762.0;628.0;300.0;49.0;0.0278093076049943;6.12244897959184;2.09333333333333;-5.59000000000026;-0.008901273885350733
462391;0;0;6/4/2008;6/2/2002;Austria;German;M;1978.0;24.0;26.0;30.5;28.0;8.0;0.307692307692308;3.5;1.08928571428571;0.32;0.010491803278688525
464507;1;0;10/30/2005;6/3/2002;Germany;German;M;1971.0;31.0;5068.0;533901.939;84265.0;1850.0;0.36663726596226565;49.258762305521145;3.523473967221607;16080.50900000002;0.030118843602851234
465623;0;0;6/14/2004;6/3/2002;Austria;German;F;1980.0;22.0;4405.0;994.0;111.0;64.0;0.014514551038405701;1.67628205128205;9.4599799771167;424.84;0.4274044265593561
467890;0;0;1/3/2006;6/4/2002;Austria;German;M;1984.0;18.0;2701.0;2254.28;654.0;41.0;0.3438505198212736;11.732664995822907;12.745201305077757;99.9800000000001;0.04435118973685616
468786;0;0;3/3/2005;6/5/2002;Germany;German;M;1972.0;29.0;129.0;1670.63;22.0;13.0;0.12200839470974893;1.5999999999999999;41.789619047619;-54.870000000000005;-0.03284389721242884
469615;0;0;9/23/2008;6/5/2002;Austria;German;M;1980.0;22.0;1269.0;205.81;178.0;51.0;0.16807535321821052;13.616959064327496;1.2336917404129792;50.0;0.24294251979981535
470323;0;0;12/20/2006;6/5/2002;Germany;German;M;1970.0;31.0;1276.0;141.6;36.0;18.0;0.5066666666666666;1.52941176470588;7.9;18.0;0.1271186440677966
471813;0;0;2/16/2005;6/5/2002;Germany;German;M;1960.0;41.0;2043.0;2841.86;186.0;72.0;0.16004771260174025;2.542857142857145;10.96204419889505;-58.099999999999895;-0.02044435686487015
478147;0;0;8/16/2005;6/7/2002;Austria;German;M;1967.0;35.0;396.0;472.54;100.0;23.0;0.0580808080808081;4.34782608695652;4.7254;449.0;0.9501841113979769
484593;1;0;8/26/2002;6/10/2002;Germany;German;M;1981.0;20.0;2620.0;47711.0;2807.0;12.0;0.6679399032340209;94.76666666666667;12.999762159590901;1311.3;0.027484227955817314
485929;0;0;9/8/2005;6/10/2002;Sweden;Swedish;M;1971.0;30.0;34.0;118.2921;13.0;4.0;0.117647058823529;3.25;9.09939230769231;59.7541;0.5051402418251092
485942;0;0;6/6/2006;6/10/2002;Austria;German;M;1960.0;41.0;24.0;225.5;123.0;18.0;0.741258741258741;6.68181818181818;1.78059964726631;20.0;0.08869179600886919
486333;0;0;11/18/2005;6/11/2002;Germany;German;M;1980.0;21.0;1.0;17.0;3.0;1.0;1.0;3.0;5.66666666666667;17.0;1.0
486555;0;0;8/4/2003;6/11/2002;Germany;German;M;1980.0;22.0;989.0;367.85;28.0;12.0;0.07655677655677665;3.4;12.607611111111101;-138.43;-0.3763218703275792
486829;0;0;8/31/2005;6/11/2002;Sweden;Swedish;F;1973.0;29.0;4.0;442.4524;33.0;4.0;1.0;8.166666666666666;9.219941960784299;101.4602;0.22931325493996643
489459;0;0;4/18/2007;6/12/2002;Germany;German;M;1977.0;24.0;1.0;20.0;2.0;1.0;1.0;2.0;10.0;20.0;1.0
490561;0;0;3/13/2003;6/12/2002;Germany;German;M;1980.0;22.0;21.0;23.88;6.0;3.0;0.142857142857143;2.0;3.98;10.0;0.4187604690117253
502856;0;0;8/29/2005;6/15/2002;Germany;German;F;1969.0;33.0;4341.0;2331.2438;295.0;115.0;0.026184137679828665;2.684104627766597;19.82811540852627;198.35379999999992;0.08508496623133106
513616;1;0;4/20/2008;6/18/2002;Germany;German;M;1980.0;21.0;309.0;14307.07;166.0;77.0;0.22396071265418;2.425268817204305;74.0379710720363;-194.61000000000126;-0.013602365823330792
518169;1;0;8/15/2002;6/20/2002;Germany;German;M;1980.0;21.0;4443.0;293658.7071;13920.0;793.0;0.1876375254288385;15.9085313174946;19.76057237580945;25215.82709999991;0.08586779989947015
519601;1;0;8/25/2002;6/20/2002;Germany;German;M;1973.0;28.0;5372.0;8356.84;4813.0;1188.0;0.4800441130036277;3.0266497014495104;1.51287886300573;2272.880000000001;0.2719784033199153
528696;1;0;2/13/2003;6/23/2002;Germany;German;M;1979.0;22.0;4763.0;295866.01;6615.0;606.0;0.1270491022829341;9.07675834483736;27.70397741169148;22221.3600000001;0.07510616038658884
535025;1;0;3/4/2005;6/25/2002;Germany;German;M;1984.0;18.0;5882.0;388773.71;72146.0;1324.0;0.22855233183328535;48.56728846108697;18.699061256294694;13527.599999999878;0.034795562693783685
537380;0;0;1/31/2003;6/26/2002;Germany;German;M;1977.0;24.0;1762.0;960.55;580.0;77.0;0.051304725460084105;7.31904761904762;1.9524835796387499;181.1400000000002;0.18857945968455594
539496;0;0;2/6/2004;6/27/2002;Germany;German;M;1979.0;23.0;1689.0;383.34000000000003;433.0;52.0;0.049357620951439696;5.58522727272727;1.1820247252747267;117.73;0.30711639797568735
540422;0;0;7/4/2002;6/27/2002;Austria;German;M;1957.0;45.0;302.0;1337.3;486.0;181.0;0.599337748344371;2.68508287292818;2.75164609053498;569.97;0.4262095266581919
548298;0;0;9/15/2004;6/30/2002;Germany;German;M;1984.0;18.0;2506.0;5715.44;328.0;79.0;0.0313845620487813;2.97902097902098;18.4390064102564;314.399999999999;0.0550088882045825
551872;1;0;7/4/2002;7/4/2002;Germany;German;F;1958.0;44.0;6807.0;6444436.4094;86301.0;691.0;0.11473465940438536;81.19565593861556;27.846774737801976;152233.659399999;0.023622493842587623
553902;0;0;8/26/2002;7/10/2002;United Kingdom;English;M;1961.0;40.0;1022.0;1083.3478;4.0;4.0;0.0039138943248532;1.0;270.83695;291.1897;0.2687869029687419
555911;0;0;7/24/2002;7/20/2002;Germany;German;M;1961.0;40.0;5435.0;9305.037;5059.0;291.0;0.041755043057194734;71.22035480859005;10.225287670303494;1118.8970000000008;0.12024637838624401
562883;1;0;5/21/2006;8/17/2002;Germany;German;M;1969.0;33.0;2208.0;99229.22;855.0;81.0;0.03675575395342353;7.865584415584411;54.24107784030681;4551.21000000001;0.045865623049339804
563554;0;0;8/25/2002;8/20/2002;Germany;German;M;1965.0;37.0;3.0;48.9;43.0;3.0;1.0;14.3333333333333;1.13720930232558;30.0;0.6134969325153374
572029;1;0;10/1/2002;9/17/2002;Germany;German;M;1973.0;29.0;6414.0;20360.0886;4752.0;174.0;0.030254813051927437;47.291765873015756;2.7539153682551336;2158.6086;0.10602157202793312
576509;1;0;10/4/2002;9/29/2002;Germany;German;M;1975.0;27.0;5844.0;255896.1423;20857.0;2209.0;0.5850640791908693;25.248427996194835;7.703049818760067;16296.40230000006;0.0636836575711054
576698;0;0;10/1/2002;9/29/2002;Germany;German;M;1975.0;26.0;22.0;56.0;41.0;14.0;0.636363636363636;2.92857142857143;1.36585365853659;9.91;0.1769642857142857
578303;0;0;10/4/2002;10/4/2002;Germany;German;M;1978.0;24.0;2330.0;292.0;77.0;21.0;0.00909704641350205;3.7857142857142847;3.53987068965517;68.14;0.23335616438356166
578678;1;0;2/19/2005;10/5/2002;Spain;Spanish;M;1977.0;24.0;3585.0;133568.88;12028.0;64.0;0.020357281851805232;150.3875000000001;6.8720887160430495;5521.77999999999;0.041340318193878615
579708;0;0;10/14/2002;10/8/2002;Germany;German;M;1939.0;63.0;2732.0;685.74;69.0;61.0;0.5109849871841816;1.558333333333335;7.5428358208955;34.5;0.0503106133519993
581568;1;0;10/14/2002;10/13/2002;Germany;German;M;1970.0;32.0;7627.0;736757.7711;28601.0;1447.0;0.18972838551637636;23.64993739237437;20.330908109211197;21278.551100000037;0.028881339206277477
594169;0;0;2/8/2006;11/7/2002;Austria;German;M;1984.0;18.0;1270.0;1011.58;588.0;70.0;0.0495663047472512;17.805668016194346;2.24709528777604;165.0;0.16311117262104827
596939;1;0;11/19/2002;11/12/2002;Germany;German;M;1956.0;46.0;5826.0;8110.27;8411.0;2102.0;0.3737639048846317;3.70316664391272;1.188708802092914;1170.310000000006;0.14429975820780394
599858;0;0;11/19/2002;11/18/2002;Denmark;Hungarian;M;1977.0;25.0;15.0;102.3158;57.0;15.0;1.0;3.8;1.79501403508772;33.6377;0.3287634949831796
600062;1;0;11/21/2002;11/18/2002;Germany;German;M;1982.0;19.0;5376.0;669978.8083;10173.0;1338.0;0.2479490700674225;6.990510773747765;45.384191950639355;20901.24829999981;0.031196879723755
601929;1;0;8/14/2003;11/22/2002;Germany;German;M;1976.0;26.0;3923.0;65462.64;5781.0;729.0;0.4566171791738727;7.986835176408623;12.68549472797408;4004.380000000017;0.0611704630305166
604895;0;0;2/11/2005;11/27/2002;Germany;German;M;1971.0;31.0;962.0;612.5599;308.0;29.0;0.0301455301455301;10.6206896551724;1.98883084415584;251.7199;0.4109310779239712
606177;0;0;12/18/2002;11/29/2002;Bulgaria;English;M;1973.0;29.0;4006.0;5666.7;1990.0;436.0;0.3224179427934681;4.35225109269836;6.722370290559804;330.459999999999;0.0583161275521907
606833;1;0;12/12/2002;11/30/2002;Germany;German;M;1983.0;19.0;6949.0;8140.2721;1172.0;207.0;0.02777036433382;8.465636973180063;6.839450967137403;988.9920999999999;0.1214937397485767
607958;1;0;12/14/2002;12/2/2002;Germany;German;M;1966.0;35.0;5375.0;146936.5788;5427.0;625.0;0.10186693667594943;23.408111293111276;19.438899254024808;11965.49879999995;0.08143308424437028
610512;0;0;12/19/2002;12/7/2002;Germany;German;M;1958.0;44.0;6559.0;2517.5;1005.0;356.0;0.048980335913936905;9.132233156349463;2.97869564405038;166.18;0.06600993048659384
610990;1;0;4/14/2005;12/7/2002;Germany;German;M;1970.0;32.0;745.0;24166.84;10266.0;362.0;0.48468762613158045;24.264664089091575;6.060284484925205;6658.07;0.2755043687962514
612580;0;0;2/2/2005;12/10/2002;Germany;German;M;1984.0;18.0;4177.0;174.59;105.0;25.0;0.0059840681621850505;2.96212121212121;2.379331683168315;99.5;0.5699066384099891
614867;1;0;12/18/2002;12/14/2002;Germany;German;M;1983.0;19.0;4740.0;472313.87;1461.0;476.0;0.10041097431748774;3.1081030116911847;324.355800893279;17039.90999999989;0.0360775134551943
615124;0;0;12/14/2002;12/14/2002;Germany;German;M;1980.0;22.0;2260.0;163.35000000000002;203.0;112.0;0.3719431324841372;10.089837997054493;0.6278635597978663;97.86;0.5990817263544536
617512;0;0;6/3/2003;12/18/2002;Germany;German;M;1977.0;25.0;3011.0;1167.69;212.0;121.0;0.0308255571675055;1.7104519774011302;4.77219806763285;195.0;0.16699637746319657
617643;1;0;5/24/2005;12/18/2002;Italy;German;M;1982.0;20.0;3356.0;370354.58;84606.0;342.0;0.084622458381081;138.33909822866335;2.456135601651583;8269.07;0.022327440908115673
618006;1;0;12/19/2002;12/19/2002;Austria;German;M;1979.0;23.0;4323.0;621056.6909;61515.0;479.0;0.0826155290988454;50.80324525434006;13.550092913020833;18345.2808999997;0.029538818547167993
618134;1;0;6/26/2004;12/20/2002;Germany;German;M;1955.0;47.0;3248.0;106232.44;3971.0;235.0;0.05803990903636084;93.18114851304512;25.548073538069232;8846.940000000011;0.08327908122980147
622333;1;0;6/18/2004;1/6/2003;Germany;German;M;1973.0;29.0;3744.0;867548.35;3688.0;669.0;0.17467154314994848;4.572435312024355;187.24186106128502;29485.12999999951;0.033986728232495066
623222;1;0;3/7/2003;1/8/2003;Germany;German;M;1978.0;24.0;4819.0;134068.69;7972.0;742.0;0.153848459293433;9.161277147799336;13.131059420210965;11617.380000000001;0.08665244659286221
624243;1;0;1/20/2003;1/12/2003;Germany;German;M;1967.0;35.0;5691.0;124298.02;6991.0;1137.0;0.19981785540673502;5.693318628510405;13.738927532420714;14771.580000000002;0.11884002657484007
626809;0;0;1/20/2003;1/20/2003;Denmark;English;M;1977.0;25.0;110.0;200.5411;27.0;13.0;0.1066966516741627;1.636363636363635;7.456015000000001;59.2353;0.295377356561822
626818;0;0;1/20/2003;1/20/2003;United Kingdom;English;M;1960.0;42.0;67.0;1210.932;45.0;12.0;0.7179487179487181;9.9;31.2975145969499;144.8221999999998;0.11959565029250181
626970;1;0;1/20/2003;1/20/2003;Germany;German;M;1969.0;33.0;5701.0;18428.6879;11845.0;1036.0;0.45419445419445403;179.11662013414204;2.0346085834519534;6586.717900000011;0.3574165418472365
627380;0;0;1/21/2003;1/21/2003;Germany;German;M;1970.0;32.0;896.0;3009.0;481.0;230.0;0.2477192491873186;2.05097087378641;9.03175519630485;221.37;0.07356929212362912
627907;1;0;11/18/2005;1/23/2003;Austria;German;M;1985.0;18.0;3970.0;3281.785;296.0;72.0;0.014732042689649465;4.833558254610886;11.04140417576002;-354.59500000000105;-0.10804943041667905
628673;1;0;1/31/2003;1/24/2003;Germany;German;M;1973.0;29.0;6753.0;41936.2725;5226.0;547.0;0.0806271118685734;79.11088571306014;14.751081057772474;5004.232500000007;0.119329453994749
636671;0;0;2/13/2003;2/10/2003;Germany;German;M;1975.0;28.0;1209.0;16750.966;1558.0;250.0;0.206572249589491;5.991046336840725;12.140209944860494;1086.375999999993;0.06485452838958618
637178;0;0;3/7/2003;2/11/2003;Germany;German;M;1980.0;22.0;5269.0;2524.21;1235.0;369.0;0.37936039324575216;2.3950191570881234;2.189163837011883;771.699999999999;0.30571941320254614
637789;0;0;2/19/2003;2/12/2003;Germany;German;M;1977.0;25.0;1396.0;178.85;29.0;17.0;0.0128974510007738;1.642857142857145;6.75527777777778;100.0;0.5591277606933185
637922;0;0;2/17/2003;2/13/2003;Germany;German;M;1974.0;28.0;4131.0;295955.7;483.0;364.0;0.0769334851999443;1.286673524201385;500.40808139225203;1178.9000000000551;0.0039833664295029795
638301;1;0;3/6/2003;2/14/2003;Switzerland;German;M;1970.0;33.0;6899.0;244400.95802347438;8036.0;113.0;0.020172803070505032;71.47692252944721;59.670881020329695;7165.63735669019;0.029319186858514444
640126;1;0;2/19/2003;2/17/2003;Germany;German;M;1983.0;19.0;2289.0;2096.309;952.0;265.0;0.11572489957079965;3.69549509927117;2.19046775241126;491.299;0.2343638270884683
640946;0;0;6/26/2005;2/18/2003;Germany;German;M;1952.0;50.0;711.0;784.05;156.0;62.0;0.5429577464788733;1.77049180327869;7.496935483870965;122.25;0.15592117849626938
644434;1;0;2/28/2003;2/23/2003;Germany;German;M;1983.0;19.0;4862.0;48266.92;2596.0;664.0;0.424259803780501;3.9605694774708837;13.353384863123999;7343.29000000002;0.15213918766724746
646063;0;0;2/28/2003;2/26/2003;Germany;German;M;1976.0;26.0;1710.0;225.0;15.0;11.0;0.0318228557245683;1.354166666666665;13.4090909090909;75.0;0.3333333333333333
649274;0;0;3/6/2003;3/4/2003;Germany;German;M;1975.0;27.0;4149.0;251266.8748;35438.0;2108.0;0.5073318880890054;16.62627360562145;8.687780611394924;18799.59480000013;0.0748192327976538
